Overall Place,Name,Number of Events,Series Points,Battle Creek Fifty K Points,Seeley Hills Classic Points,Riverview Loppet Points,Noquemanon Points,Mt. Ashwabay Summit Ski Race Points,City of Lakes Loppet Points,Vasaloppet USA Points,Finlandia Points,Pepsi Challenge Points
1,Lee Penn,1,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2,Cyn Hovey,1,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
