Overall Place,Name,Number of Events,Series Points,Battle Creek Fifty K Points,Seeley Hills Classic Points,Riverview Loppet Points,Noquemanon Points,Mt. Ashwabay Summit Ski Race Points,City of Lakes Loppet Points,Vasaloppet USA Points
1,Ron Omann,6,546.52,73.0,97.76,77.88,86.79,0.0,88.33,87.76
2,Ian Wright,6,526.01,89.0,0.0,71.19,78.72,76.74,87.43,87.93
3,Ryan Rogers,5,503.56,99.0,0.0,100.0,0.0,97.67,96.2,95.69
4,Josh Albrecht,5,480.75,85.0,99.34,0.0,94.68,95.35,0.0,91.38
5,Joe Thuente,5,425.48,98.0,0.0,20.0,96.81,0.0,99.12,96.55
6,Andrew Tilman,5,412.39,95.0,20.0,94.92,0.0,0.0,90.06,97.41
7,Craig Cardinal,4,379.06,96.0,0.0,93.22,0.0,86.05,0.0,88.79
8,Brock Lundberg,5,368.62,69.0,0.0,45.68,74.02,0.0,73.71,91.21
9,Karl Holub,4,357.06,0.0,98.03,76.27,0.0,90.7,0.0,87.07
10,Mitchell Campbell,4,328.39,0.0,0.0,96.61,20.0,100.0,96.78,0.0
11,Eli Rassler,5,326.9,0.0,20.0,20.0,90.43,88.37,0.0,93.1
12,Josh Doebbert,4,326.38,70.0,88.82,0.0,0.0,0.0,81.87,70.69
13,Kevin Johnson,4,312.78,68.0,95.74,58.63,0.0,75.42,0.0,0.0
14,Xavier Mansfield,3,310.25,97.0,0.0,0.0,100.0,0.0,98.25,0.0
15,Sam Shaheen,3,290.38,0.0,0.0,0.0,87.23,0.0,95.91,92.24
16,Joe Harrington,3,287.24,93.0,0.0,91.53,0.0,0.0,87.72,0.0
17,Chad Korby,3,276.79,0.0,96.71,81.36,0.0,83.72,0.0,0.0
18,Zachariah Pannkuk,4,276.12,37.0,89.47,0.0,0.0,0.0,59.65,75.0
19,Ben Mullin,4,274.52,29.0,92.45,0.0,65.83,0.0,0.0,72.24
20,Leif Hanson,5,268.2,24.0,98.68,20.0,0.0,0.0,20.0,90.52
21,Thomas Krenz,3,266.01,0.0,100.0,71.54,0.0,79.47,0.0,0.0
22,Steve Edling,5,262.16,0.0,100.0,38.0,20.0,69.16,0.0,20.0
23,Andrej Bendtsen,3,259.51,77.0,0.0,0.0,0.0,0.0,82.16,85.34
24,Dave Niday,5,258.23,69.0,20.0,64.41,0.0,0.0,20.0,69.83
25,Nate Rhode,4,242.33,42.0,0.0,22.03,0.0,81.4,0.0,81.9
26,Brett Arenz,3,236.18,57.0,0.0,0.0,0.0,0.0,75.56,88.62
27,Patrick Johnson,4,234.25,28.0,98.13,0.0,0.0,73.12,0.0,20.0
28,Philip Rogers,3,230.72,0.0,0.0,55.98,72.32,0.0,0.0,87.41
29,Tryg Solberg,3,230.16,0.0,20.0,0.0,95.74,0.0,99.42,0.0
30,Isaac Wieber,3,228.92,0.0,0.0,98.31,0.0,0.0,95.61,20.0
31,Kai Ludwig,4,223.83,74.0,20.0,0.0,0.0,0.0,20.0,94.83
32,Piotr Bednarski,3,222.85,0.0,20.0,0.0,92.85,0.0,94.99,0.0
33,Louis Sirota,4,222.09,82.0,20.0,0.0,0.0,0.0,85.09,20.0
34,Spencer Davis,3,220.39,90.0,95.39,0.0,0.0,0.0,0.0,20.0
35,Michael Garlinghouse,3,216.15,62.0,0.0,59.32,0.0,0.0,79.82,0.0
36,Max Johnson,3,215.27,87.0,0.0,0.0,0.0,0.0,93.27,20.0
37,Nathan Porath,3,205.66,91.0,0.0,79.66,0.0,0.0,0.0,20.0
38,William Brunnquell,3,205.64,80.0,20.0,0.0,0.0,0.0,90.64,0.0
39,Andrew Schakel,3,201.73,85.0,0.0,0.0,0.0,0.0,81.73,20.0
40,McEwan Rodefeld,3,197.5,25.0,0.0,69.49,0.0,0.0,88.01,0.0
41,Adam Witkowski,2,195.94,0.0,0.0,0.0,0.0,0.0,97.66,98.28
42,Ben Larson,4,195.26,0.0,20.0,63.71,0.0,20.0,0.0,76.55
43,Thomas Ajax,3,194.94,0.0,0.0,0.0,20.0,0.0,80.28,79.66
44,Anthony Hirschman,3,193.29,76.0,0.0,0.0,0.0,0.0,82.29,20.0
45,Karl Nelson,3,192.89,0.0,100.0,0.0,0.0,0.0,57.89,20.0
46,Erik Pieh,3,192.46,0.0,0.0,49.15,0.0,62.79,0.0,65.52
47,Jay Woodbeck,3,191.52,65.0,20.0,0.0,0.0,0.0,91.52,0.0
48,Haakon Sigurslid,3,190.68,0.0,0.0,0.0,0.0,79.07,76.61,20.0
49,David Ecker,2,187.07,0.0,0.0,88.14,98.94,0.0,0.0,0.0
50,Martin Bevis,3,184.37,0.0,87.5,23.73,0.0,58.14,0.0,0.0
51,Joseph Altendahl,3,181.85,0.0,20.0,0.0,0.0,0.0,67.54,79.31
52,Kevin Rogers,4,179.91,0.0,20.0,46.12,0.0,20.0,0.0,78.79
53,Emmett Donohue,2,179.42,0.0,0.0,86.44,0.0,0.0,92.98,0.0
54,Artie Huber,2,175.88,0.0,94.16,0.0,0.0,0.0,0.0,81.72
55,Don Pollari,3,172.25,0.0,20.0,64.76,0.0,72.49,0.0,0.0
56,David Christopherson,2,171.86,0.0,100.0,0.0,0.0,71.86,0.0,0.0
57,Jonah Lidberg,4,170.47,0.0,0.0,42.37,20.0,0.0,73.1,20.0
58,Patrick Horst,2,167.8,83.0,0.0,0.0,0.0,0.0,84.8,0.0
59,Brant Kochsiek,2,167.26,81.0,0.0,0.0,0.0,0.0,86.26,0.0
60,Thomas Hardel,3,166.9,0.0,20.0,0.0,56.04,0.0,0.0,75.86
61,Michael Symanski,2,164.13,0.0,0.0,0.0,75.53,0.0,88.6,0.0
62,Bill Mckinney,3,163.56,0.0,20.0,0.0,0.0,0.0,52.35,76.21
63,James Schwinghamer,3,163.03,0.0,20.0,55.93,0.0,72.09,0.0,0.0
64,Chris Frenier,2,162.7,0.0,0.0,0.0,84.04,0.0,78.65,0.0
65,Mark Berens,3,161.56,0.0,73.97,0.0,20.0,0.0,0.0,52.59
66,Sean Heaton,2,160.87,0.0,0.0,0.0,0.0,0.0,80.7,80.17
67,Karl Kroll,2,160.12,0.0,0.0,0.0,0.0,0.0,86.84,73.28
68,Craig Estenson,4,159.08,0.0,20.0,0.0,20.0,0.0,84.08,20.0
69,Nathaniel Tollefson,2,157.59,74.0,0.0,0.0,0.0,0.0,83.59,0.0
70,Mike Berkopec,2,155.79,72.0,0.0,0.0,0.0,0.0,83.79,0.0
71,John Bauer,3,155.0,0.0,20.0,0.0,0.0,20.0,100.0,0.0
72,Peter Dorsen,3,154.99,0.0,67.58,0.0,0.0,0.0,20.0,52.41
73,Scott Wurdinger,2,154.23,0.0,96.34,0.0,0.0,57.88,0.0,0.0
74,Sam Holt,3,154.14,0.0,20.0,0.0,0.0,0.0,20.0,99.14
75,Craig Stolen,2,150.78,0.0,0.0,0.0,0.0,66.81,0.0,83.97
76,Ted May,2,148.73,0.0,90.5,0.0,0.0,58.23,0.0,0.0
77,Ryan Soule,2,148.19,71.0,0.0,0.0,0.0,0.0,77.19,0.0
78,Andrew Larson,4,148.0,73.0,20.0,0.0,0.0,0.0,20.0,20.0
79,Michael Mandli,3,147.82,0.0,92.82,20.0,0.0,20.0,0.0,0.0
80,Michael Moulsoff,3,146.27,0.0,0.0,0.0,20.0,0.0,91.27,20.0
81,Robert Rutscher,3,144.18,20.0,0.0,0.0,20.0,0.0,89.18,0.0
82,Peter Knoll,3,143.71,0.0,88.71,0.0,0.0,0.0,20.0,20.0
83,Nels Thompson,2,143.5,59.0,0.0,0.0,0.0,0.0,84.5,0.0
84,Eric Hedman,4,143.45,0.0,20.0,20.0,0.0,0.0,20.0,68.45
85,Simon Peterson,3,143.0,88.0,0.0,0.0,20.0,20.0,0.0,0.0
86,Brad Skillicorn,2,141.2,0.0,0.0,0.0,64.13,0.0,0.0,77.07
87,Benjamin Bauer,3,141.17,0.0,0.0,0.0,86.17,20.0,0.0,20.0
88,John Rock,3,140.74,0.0,85.74,0.0,20.0,0.0,20.0,0.0
89,Tristan Van De Moortele,4,139.33,20.0,0.0,0.0,20.0,0.0,64.33,20.0
90,Sam Anderson,3,139.21,0.0,20.0,0.0,0.0,0.0,84.21,20.0
91,John Munger,3,138.28,0.0,0.0,0.0,83.28,20.0,0.0,20.0
92,Kevin Smith,3,137.87,0.0,82.87,0.0,20.0,20.0,0.0,0.0
93,Joel Porterfield,2,137.65,0.0,86.18,0.0,0.0,0.0,51.46,0.0
94,Shane Steele,3,136.03,0.0,20.0,0.0,20.0,0.0,0.0,81.03
95,Paul Schoening,2,134.54,0.0,78.16,0.0,0.0,0.0,0.0,56.38
96,Erik Hendrickson,3,134.24,0.0,20.0,0.0,0.0,0.0,79.24,20.0
97,James Agre,3,134.14,0.0,20.0,0.0,0.0,0.0,20.0,79.14
98,John Schneider,3,133.45,0.0,0.0,0.0,20.0,0.0,78.45,20.0
99,Robert Ogren,2,133.34,0.0,81.34,0.0,0.0,52.0,0.0,0.0
100,Eric Dott,3,131.56,0.0,0.0,20.0,42.0,54.56,0.0,0.0
101,Bill Field,3,130.34,0.0,0.0,20.0,0.0,0.0,20.0,75.34
102,Sam O'Donnell-Hoff,3,129.58,0.0,0.0,74.58,20.0,0.0,0.0,20.0
103,Hans Harlane,3,128.55,0.0,0.0,25.42,0.0,0.0,68.13,20.0
104,Tyler Burkum,3,127.22,0.0,0.0,0.0,20.0,0.0,72.22,20.0
105,Tom Wilton,3,126.66,0.0,48.66,43.0,0.0,20.0,0.0,0.0
106,Michael Bono,2,123.37,0.0,75.37,0.0,0.0,0.0,48.0,0.0
107,Daniel Joda,3,121.0,66.0,0.0,0.0,0.0,20.0,0.0,20.0
108,Martin Richmond,3,120.82,0.0,65.82,0.0,0.0,0.0,20.0,20.0
109,Nick Ross,2,120.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0
110,Matthew Liebsch,2,120.0,0.0,0.0,0.0,0.0,0.0,100.0,20.0
111,Mark Parman,2,120.0,0.0,100.0,0.0,0.0,20.0,0.0,0.0
112,Brad Moening,2,120.0,0.0,100.0,0.0,0.0,0.0,0.0,20.0
113,Allen Hanson,2,120.0,0.0,100.0,0.0,0.0,0.0,0.0,20.0
114,Duane Lee,2,119.68,0.0,99.68,20.0,0.0,0.0,0.0,0.0
115,Michael Herriges,2,117.91,53.0,0.0,0.0,0.0,0.0,64.91,0.0
116,Marco Rodriguez-House,2,117.37,20.0,97.37,0.0,0.0,0.0,0.0,0.0
117,Karl Nygren,2,117.37,0.0,0.0,0.0,0.0,0.0,97.37,20.0
118,Richard Hoban,2,116.0,0.0,96.0,20.0,0.0,0.0,0.0,0.0
119,Jay Adams,2,115.12,0.0,0.0,0.0,0.0,0.0,95.12,20.0
120,Yaroslav Perventsev,2,114.66,0.0,20.0,0.0,0.0,0.0,0.0,94.66
121,Nathan Orf,2,114.44,0.0,0.0,0.0,20.0,0.0,94.44,0.0
122,Nicholas Youso,2,113.97,0.0,20.0,0.0,0.0,0.0,0.0,93.97
123,Chris Queitzsch,2,113.57,0.0,0.0,0.0,20.0,0.0,93.57,0.0
124,Rick Pike,3,113.1,0.0,20.0,0.0,0.0,0.0,20.0,58.1
125,Douglas Shield,2,113.02,0.0,0.0,0.0,20.0,93.02,0.0,0.0
126,Blaze Fugina,3,112.6,0.0,20.0,0.0,0.0,0.0,57.6,20.0
127,Peter Everett,3,111.2,25.0,0.0,0.0,0.0,0.0,51.2,20.0
128,Joel Harrison,2,111.11,0.0,79.11,32.0,0.0,0.0,0.0,0.0
129,Kendall Hill,2,109.83,0.0,0.0,89.83,0.0,0.0,0.0,20.0
130,Jason Napp,2,109.47,0.0,0.0,0.0,0.0,0.0,89.47,20.0
131,Jacob Dean,2,108.3,0.0,0.0,20.0,88.3,0.0,0.0,0.0
132,Paul Peterson,2,108.05,0.0,88.05,0.0,0.0,20.0,0.0,0.0
133,Scott Sponheim,2,107.95,0.0,70.95,0.0,0.0,0.0,37.0,0.0
134,Dave Ottoson,2,107.18,0.0,87.18,0.0,0.0,0.0,0.0,20.0
135,John Hallett,2,106.39,0.0,86.39,20.0,0.0,0.0,0.0,0.0
136,Aaron Mock,2,106.29,0.0,86.29,0.0,0.0,20.0,0.0,0.0
137,Peter Coenen,2,106.0,86.0,0.0,0.0,0.0,20.0,0.0,0.0
138,Anders Sonnesyn,2,105.96,0.0,20.0,0.0,0.0,0.0,85.96,0.0
139,Brennen Schulz,2,105.67,0.0,0.0,0.0,0.0,0.0,85.67,20.0
140,Nate Edel,3,105.47,27.0,0.0,0.0,20.0,0.0,43.47,0.0
141,Matthew Voss,2,105.38,0.0,0.0,0.0,0.0,0.0,85.38,20.0
142,Eric Patterson,2,105.11,0.0,0.0,20.0,85.11,0.0,0.0,0.0
143,Mark Ahlers,3,105.0,50.0,0.0,0.0,0.0,20.0,0.0,20.0
144,Roger Sayre,2,104.57,0.0,0.0,0.0,0.0,0.0,84.57,20.0
145,Christian Byar,2,104.34,0.0,20.0,0.0,84.34,0.0,0.0,0.0
146,Dennis Curran,2,104.0,84.0,0.0,0.0,0.0,0.0,0.0,20.0
147,Adam Burnett,3,103.97,0.0,20.0,0.0,0.0,0.0,20.0,48.97
148,Zachary Handler,2,103.45,0.0,20.0,0.0,0.0,0.0,0.0,83.45
149,Richard Anderson,3,103.0,0.0,48.0,0.0,20.0,0.0,0.0,20.0
150,Kristian Johnson,2,102.98,0.0,0.0,0.0,82.98,0.0,20.0,0.0
151,Matt Peterson,2,101.58,0.0,0.0,0.0,0.0,0.0,81.58,20.0
152,Tom Aufrance,2,100.61,0.0,80.61,0.0,0.0,20.0,0.0,0.0
153,Adam Swank,2,100.4,0.0,0.0,0.0,80.4,20.0,0.0,0.0
154,Steven Worth,1,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
155,Petr Kolaja,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
156,Jim Mullen,1,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
157,Tom Woody,2,99.77,0.0,0.0,0.0,79.77,20.0,0.0,0.0
158,Roger Anderson,1,99.71,0.0,0.0,0.0,0.0,0.0,99.71,0.0
159,Eli Gore,1,98.83,0.0,0.0,0.0,0.0,0.0,98.83,0.0
160,Skylar Patten,1,98.54,0.0,0.0,0.0,0.0,0.0,98.54,0.0
161,Kellen Carlson,2,98.05,46.0,0.0,0.0,0.0,0.0,52.05,0.0
162,Alec Steward,2,98.0,78.0,0.0,0.0,0.0,0.0,0.0,20.0
163,Alex Martin,2,97.97,0.0,0.0,77.97,0.0,0.0,20.0,0.0
164,John Wessling,1,97.95,0.0,0.0,0.0,0.0,0.0,97.95,0.0
165,Ian Torchia,1,97.87,0.0,0.0,0.0,97.87,0.0,0.0,0.0
166,Luke Hedberg,2,97.66,0.0,20.0,0.0,77.66,0.0,0.0,0.0
167,Charlie Ritter,2,97.66,0.0,77.66,0.0,0.0,0.0,20.0,0.0
168,Henry Snider,1,97.08,0.0,0.0,0.0,0.0,0.0,97.08,0.0
169,Ryan Harris,2,96.6,0.0,20.0,0.0,76.6,0.0,0.0,0.0
170,Joseph Walling,1,96.49,0.0,0.0,0.0,0.0,0.0,96.49,0.0
171,Dan Rasmussen,1,96.05,0.0,96.05,0.0,0.0,0.0,0.0,0.0
172,Thomas Kendrick,2,96.0,76.0,0.0,0.0,0.0,0.0,0.0,20.0
173,Elijah Hallgren,2,95.86,0.0,0.0,0.0,20.0,0.0,0.0,75.86
174,Jim Cloutier,3,95.56,0.0,20.0,0.0,0.0,0.0,40.56,20.0
175,Christopher Jopp,2,95.44,0.0,0.0,0.0,0.0,0.0,75.44,20.0
176,Mark LaLonde,1,95.32,0.0,0.0,0.0,0.0,0.0,95.32,0.0
177,Victor Sparks,1,94.74,0.0,0.0,0.0,0.0,0.0,94.74,0.0
178,Jeff Markes,3,94.48,0.0,20.0,0.0,0.0,0.0,20.0,39.48
179,Denny Green,2,94.3,0.0,0.0,0.0,0.0,0.0,74.3,20.0
180,David Ronnevik,1,94.15,0.0,0.0,0.0,0.0,0.0,94.15,0.0
181,Neil Miller,2,94.14,0.0,0.0,0.0,0.0,0.0,20.0,74.14
182,Hael Dums,1,94.08,0.0,94.08,0.0,0.0,0.0,0.0,0.0
183,Jonathan Delaney,1,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Adrian Swanson,1,93.86,0.0,0.0,0.0,0.0,0.0,93.86,0.0
185,Alexander Gude,1,93.62,0.0,0.0,0.0,93.62,0.0,0.0,0.0
186,Eliah Flintrop,1,93.42,0.0,93.42,0.0,0.0,0.0,0.0,0.0
187,Corey Brinkema,2,93.02,0.0,0.0,20.0,0.0,0.0,73.02,0.0
188,Peter Hanson,1,92.78,0.0,0.0,0.0,0.0,0.0,92.78,0.0
189,Bjorn Batdorf,1,92.69,0.0,0.0,0.0,0.0,0.0,92.69,0.0
190,Nathan Bich,1,92.55,0.0,0.0,0.0,92.55,0.0,0.0,0.0
191,Ben Boelter,1,92.4,0.0,0.0,0.0,0.0,0.0,92.4,0.0
192,Paul Earl-Torniainen,2,92.29,50.0,0.0,0.0,0.0,0.0,42.29,0.0
193,Jack Meinert,1,92.11,0.0,0.0,0.0,0.0,0.0,92.11,0.0
194,Will Nielsen,2,92.0,72.0,0.0,0.0,0.0,0.0,20.0,0.0
195,Alex Reich,1,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Bob Peterson,1,91.95,0.0,91.95,0.0,0.0,0.0,0.0,0.0
197,Brent Kudak,2,91.93,0.0,0.0,0.0,0.0,0.0,71.93,20.0
198,Jack Rudolph,1,91.81,0.0,0.0,0.0,0.0,0.0,91.81,0.0
199,Daniel Streinz,1,91.49,0.0,0.0,0.0,91.49,0.0,0.0,0.0
200,Brent Smith,1,91.44,0.0,0.0,0.0,0.0,91.44,0.0,0.0
201,Blair Sargent,1,91.23,0.0,0.0,0.0,0.0,0.0,91.23,0.0
202,Nathaniel Scott,1,90.94,0.0,0.0,0.0,0.0,0.0,90.94,0.0
203,Charlie Anderson,1,90.89,0.0,90.89,0.0,0.0,0.0,0.0,0.0
204,Steve Sonnesyn,1,90.88,0.0,0.0,0.0,0.0,0.0,90.88,0.0
205,Andrew Kershaw,1,90.35,0.0,0.0,0.0,0.0,0.0,90.35,0.0
206,Kyle Gill,2,89.77,0.0,20.0,0.0,0.0,69.77,0.0,0.0
207,Rhett Finley,1,89.77,0.0,0.0,0.0,0.0,0.0,89.77,0.0
208,Devin Arenz,2,89.55,38.0,0.0,0.0,0.0,0.0,0.0,51.55
209,PJ Anderson,1,89.41,0.0,0.0,0.0,0.0,0.0,89.41,0.0
210,Erich Ziegler,1,89.36,0.0,0.0,0.0,89.36,0.0,0.0,0.0
211,Cory Ellertson,1,88.89,0.0,0.0,0.0,0.0,0.0,88.89,0.0
212,Jeff Annesley,2,88.42,0.0,68.42,0.0,0.0,20.0,0.0,0.0
213,Ben Creagh,1,88.3,0.0,0.0,0.0,0.0,0.0,88.3,0.0
214,Will Hagedorn,2,88.09,0.0,0.0,0.0,68.09,0.0,0.0,20.0
215,David Byrne,2,88.0,0.0,0.0,0.0,0.0,0.0,43.0,45.0
216,Adam Mahar,3,88.0,33.0,0.0,0.0,0.0,20.0,0.0,20.0
217,Brian Markes,2,87.93,0.0,20.0,0.0,0.0,0.0,0.0,67.93
218,Will Tremaine,2,87.84,0.0,0.0,0.0,0.0,0.0,67.84,20.0
219,Jonathan Schupp,2,87.52,0.0,0.0,0.0,0.0,0.0,67.52,20.0
220,Daniel Kohler,1,87.24,0.0,87.24,0.0,0.0,0.0,0.0,0.0
221,Nicholas Flynn,1,87.13,0.0,0.0,0.0,0.0,0.0,87.13,0.0
222,Jason Elhardt,1,86.97,0.0,86.97,0.0,0.0,0.0,0.0,0.0
223,Andrew Nelson,1,86.55,0.0,0.0,0.0,0.0,0.0,86.55,0.0
224,Chris Burg,2,86.36,0.0,0.0,0.0,0.0,0.0,66.36,20.0
225,allen hanson,1,86.16,0.0,0.0,0.0,0.0,0.0,86.16,0.0
226,Abram Peterson-Webster,2,86.0,66.0,0.0,0.0,0.0,0.0,0.0,20.0
227,Logan Smestad,2,85.96,0.0,20.0,0.0,65.96,0.0,0.0,0.0
228,Isaac Hays,1,85.53,0.0,85.53,0.0,0.0,0.0,0.0,0.0
229,Joseph Bettendorf,1,84.92,0.0,0.0,0.0,0.0,0.0,84.92,0.0
230,Matt Nistler,1,84.75,0.0,0.0,84.75,0.0,0.0,0.0,0.0
231,Zachary Beeksma,2,84.62,0.0,0.0,0.0,20.0,0.0,64.62,0.0
232,Hjalte Paaske,1,84.48,0.0,0.0,0.0,0.0,0.0,0.0,84.48
233,Peter Wilton,1,84.21,0.0,84.21,0.0,0.0,0.0,0.0,0.0
234,Randy Shelerud,1,84.13,0.0,84.13,0.0,0.0,0.0,0.0,0.0
235,Erik Alfvin,1,83.63,0.0,0.0,0.0,0.0,0.0,83.63,0.0
236,Terry Tansey,2,83.53,0.0,20.0,0.0,0.0,63.53,0.0,0.0
237,Tyler Kobilarcsik,1,83.05,0.0,0.0,83.05,0.0,0.0,0.0,0.0
238,Matthew Delaney,1,83.04,0.0,0.0,0.0,0.0,0.0,83.04,0.0
239,Noah Rudi,2,82.87,0.0,0.0,0.0,0.0,0.0,62.87,20.0
240,Jonathan Sage-Martinson,2,82.75,0.0,0.0,0.0,0.0,0.0,62.75,20.0
241,Michael Torchia,1,82.75,0.0,0.0,0.0,0.0,0.0,82.75,0.0
242,Paul Schaaf,1,82.47,0.0,82.47,0.0,0.0,0.0,0.0,0.0
243,Nicholas Jacobson,1,82.46,0.0,0.0,0.0,0.0,0.0,82.46,0.0
244,Jed Aka John Downs,1,82.21,0.0,82.21,0.0,0.0,0.0,0.0,0.0
245,Edward Roe,1,81.91,0.0,0.0,0.0,81.91,0.0,0.0,0.0
246,Micah Nelson,2,81.84,0.0,61.84,0.0,0.0,0.0,0.0,20.0
247,Bruce Fiedler,2,81.42,0.0,61.42,0.0,0.0,0.0,0.0,20.0
248,Erik Johnson,1,80.92,0.0,80.92,0.0,0.0,0.0,0.0,0.0
249,Sam Jones,2,80.53,0.0,60.53,0.0,0.0,0.0,20.0,0.0
250,Sam Werner,1,80.26,0.0,80.26,0.0,0.0,0.0,0.0,0.0
251,Matt Hedman,2,80.17,0.0,20.0,0.0,0.0,0.0,0.0,60.17
252,Gill Creel,2,79.83,0.0,20.0,0.0,0.0,0.0,0.0,59.83
253,Mark Michals,1,79.53,0.0,0.0,0.0,0.0,0.0,79.53,0.0
254,Mike Snell,2,79.48,0.0,0.0,0.0,0.0,0.0,20.0,59.48
255,Dirk Shelley,1,79.4,0.0,0.0,0.0,0.0,0.0,79.4,0.0
256,Bjorn Hoffman,1,79.36,0.0,0.0,0.0,0.0,0.0,79.36,0.0
257,Matt Boelter,3,79.34,0.0,24.34,0.0,0.0,0.0,20.0,20.0
258,Floyd Reichel,1,79.31,0.0,0.0,0.0,0.0,0.0,0.0,79.31
259,Mark Byrnes,2,79.31,0.0,0.0,0.0,0.0,0.0,59.31,20.0
260,Michael Gotzsche,2,79.04,0.0,20.0,0.0,0.0,0.0,59.04,0.0
261,Joseph Furst,1,78.95,0.0,0.0,0.0,0.0,0.0,78.95,0.0
262,Jon Isom,1,78.74,0.0,0.0,0.0,0.0,0.0,78.74,0.0
263,Ben Accola,2,78.19,0.0,20.0,0.0,0.0,0.0,58.19,0.0
264,Mikko Sayre,1,78.07,0.0,0.0,0.0,0.0,0.0,78.07,0.0
265,Mike Martin,1,78.02,0.0,0.0,0.0,0.0,0.0,78.02,0.0
266,James Brand,2,78.0,58.0,20.0,0.0,0.0,0.0,0.0,0.0
267,Dan Deroma,1,77.63,0.0,77.63,0.0,0.0,0.0,0.0,0.0
268,Micah Mouser,1,77.59,0.0,0.0,0.0,0.0,0.0,0.0,77.59
269,Sam Nelson,1,77.49,0.0,0.0,0.0,0.0,0.0,77.49,0.0
270,David Gould,2,77.45,0.0,0.0,20.0,57.45,0.0,0.0,0.0
271,Bob Mckenzie,2,77.03,0.0,57.03,0.0,0.0,0.0,0.0,20.0
272,Allan Shuros,2,77.0,57.0,0.0,0.0,0.0,0.0,0.0,20.0
273,Travis Hinck,1,76.9,0.0,0.0,0.0,0.0,0.0,76.9,0.0
274,Jon Derksen,1,76.79,0.0,76.79,0.0,0.0,0.0,0.0,0.0
275,Shawn Dodds,2,76.78,30.0,0.0,0.0,0.0,0.0,46.78,0.0
276,Jacob Kjome,2,76.72,0.0,20.0,0.0,0.0,0.0,0.0,56.72
277,Braxton Hjelle,2,76.72,0.0,0.0,20.34,56.38,0.0,0.0,0.0
278,Nic Reichenbach,1,76.32,0.0,76.32,0.0,0.0,0.0,0.0,0.0
279,Gregory Alexander,1,76.32,0.0,0.0,0.0,0.0,0.0,76.32,0.0
280,Joseph Dubay,2,76.21,40.0,0.0,0.0,0.0,0.0,0.0,36.21
281,Steven Deckert,2,76.07,32.0,0.0,44.07,0.0,0.0,0.0,0.0
282,Aaron Nelson,2,75.92,0.0,55.92,0.0,0.0,0.0,0.0,20.0
283,Alexander Bion,1,75.66,0.0,75.66,0.0,0.0,0.0,0.0,0.0
284,Mark Waldoch,2,75.55,0.0,55.55,0.0,0.0,0.0,0.0,20.0
285,Porter Ball,1,75.15,0.0,0.0,0.0,0.0,0.0,75.15,0.0
286,Steve Hagedorn,3,75.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0
287,Peter Kaul,3,75.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0
288,Kevin Brochman,3,75.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0
289,Jourdon Moua,3,75.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0
290,Jordan Woods,3,75.0,0.0,20.0,20.0,0.0,0.0,0.0,20.0
291,Jon Faust,3,75.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0
292,Joe Menigo,3,75.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0
293,Jack Aldrich,3,75.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0
294,Grant Nelson,3,75.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0
295,David Joda,3,75.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0
296,Craig Hughes,1,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Camden Venzke,3,75.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0
298,Brad Bart,3,75.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0
299,Alex Brault,3,75.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0
300,Ahvo Taipale,3,75.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0
301,Ray Johnston,2,74.98,0.0,20.0,0.0,54.98,0.0,0.0,0.0
302,Jake Schroeder,1,74.85,0.0,0.0,0.0,0.0,0.0,74.85,0.0
303,Stephen Bennett,1,74.64,0.0,0.0,0.0,0.0,0.0,74.64,0.0
304,Henry LaBounta,1,74.63,0.0,0.0,0.0,0.0,0.0,74.63,0.0
305,Mikael Kilpela,1,74.47,0.0,0.0,0.0,74.47,0.0,0.0,0.0
306,Luke Jacobsen,2,74.09,0.0,0.0,0.0,20.0,0.0,54.09,0.0
307,Tyler Kyes,1,73.98,0.0,0.0,0.0,0.0,0.0,73.98,0.0
308,Troy Kinnunen-Skidmore,1,73.7,0.0,0.0,0.0,73.7,0.0,0.0,0.0
309,Aldegundo Brenneman,1,73.68,0.0,0.0,0.0,0.0,0.0,73.68,0.0
310,David Folland,1,73.62,0.0,0.0,0.0,0.0,0.0,0.0,73.62
311,Roy-Arnulf Nilsen,1,73.55,0.0,73.55,0.0,0.0,0.0,0.0,0.0
312,John Swain,1,73.39,0.0,0.0,0.0,0.0,0.0,73.39,0.0
